metric,label,mean,median,std
label_correlation,false,0.121,0.0,0.1617437308916751
label_correlation,half_true,0.7419999999999997,0.83,0.1484262268859052
label_correlation,mostly_false,0.6759999999999998,0.83,0.1674473669236252
label_correlation,mostly_true,0.7900000000000001,0.67,0.22278797714109413
label_correlation,pof,0.166,0.0,0.22743851006825772
label_correlation,true,0.7346666666666667,0.67,0.2217443904874341
layman_xai_truthfulness,false,0.3779999999999999,0.43,0.12587349971711473
layman_xai_truthfulness,half_true,0.324,0.29,0.19453924344815188
layman_xai_truthfulness,mostly_false,0.36799999999999994,0.36,0.17468000300056058
layman_xai_truthfulness,mostly_true,0.27233333333333326,0.29,0.1386308253857216
layman_xai_truthfulness,pof,0.3103333333333333,0.29,0.15564068551797675
layman_xai_truthfulness,true,0.2769999999999999,0.29,0.1595283998065159
short_assessment_truthfulness,false,0.7333333333333333,1.0,0.4497764451088037
short_assessment_truthfulness,half_true,0.8,1.0,0.4068381021724863
short_assessment_truthfulness,mostly_false,0.9,1.0,0.30512857662936466
short_assessment_truthfulness,mostly_true,0.5666666666666667,1.0,0.5040069329937308
short_assessment_truthfulness,pof,0.5666666666666667,1.0,0.5040069329937308
short_assessment_truthfulness,true,0.7,1.0,0.466091599699399
technical_assessment_clarity,false,0.6666666666666666,1.0,0.47946330148538413
technical_assessment_clarity,half_true,0.7,1.0,0.466091599699399
technical_assessment_clarity,mostly_false,0.7666666666666667,1.0,0.4301830671520764
technical_assessment_clarity,mostly_true,0.6333333333333333,1.0,0.4901325178535609
technical_assessment_clarity,pof,0.7666666666666667,1.0,0.4301830671520764
technical_assessment_clarity,true,0.5666666666666667,1.0,0.5040069329937308
technical_xai_clarity,false,0.34833333333333333,0.43,0.17070004612514442
technical_xai_clarity,half_true,0.2823333333333332,0.29,0.1527604239534467
technical_xai_clarity,mostly_false,0.3249999999999999,0.29,0.13040388189694774
technical_xai_clarity,mostly_true,0.2523333333333333,0.215,0.16713990285517333
technical_xai_clarity,pof,0.373,0.29,0.1826273764272204
technical_xai_clarity,true,0.29166666666666663,0.29,0.1573067140933615
xai_description_truthfulness,false,0.30066666666666664,0.29,0.1480897522202116
xai_description_truthfulness,half_true,0.2776666666666666,0.29,0.14564205847008033
xai_description_truthfulness,mostly_false,0.2723333333333333,0.29,0.1525571308098036
xai_description_truthfulness,mostly_true,0.229,0.215,0.12949104615564258
xai_description_truthfulness,pof,0.3396666666666666,0.29,0.14730880848568176
xai_description_truthfulness,true,0.27599999999999997,0.29,0.151078878689931
